name;symbol;asset_type;launch_year;category;label_code
XRP                                   ;XRP       ;Crypto;2020;General;204
Avalanche                             ;AVAX      ;Crypto;2020;General;213
Solana                                ;SOL       ;Crypto;2020;General;212
UNUS SED LEO                          ;LEOu      ;Crypto;2020;General;215
Sui                                   ;SUI       ;Crypto;2020;General;220
Ethereum                              ;ETH       ;Crypto;2020;General;211
Bitcoin                               ;BTC       ;Crypto;2020;General;205
Solana                                ;SOL       ;Crypto;2020;General;212
Stellar                               ;XLM       ;Crypto;2020;General;221
Chainlink                             ;LINK      ;Crypto;2020;General;216
Dogecoin                              ;DOGE      ;Crypto;2020;General;207
Sui                                   ;SUI       ;Crypto;2020;General;220
UNUS SED LEO                          ;LEOu      ;Crypto;2020;General;215
Cardano                               ;ADA       ;Crypto;2020;General;214
Ethereum                              ;ETH       ;Crypto;2020;General;211
Bitcoin Cash                          ;BCH       ;Crypto;2020;General;210
Sui                                   ;SUI       ;Crypto;2020;General;220
UNUS SED LEO                          ;LEOu      ;Crypto;2020;General;215
USDC                                  ;USDC      ;Crypto;2020;General;217
UNUS SED LEO                          ;LEOu      ;Crypto;2020;General;215
USDC                                  ;USDC      ;Crypto;2020;General;217
Cronos                                ;CRO       ;Crypto;2020;General;224
Ethena USDe                           ;eUSDe     ;Crypto;2020;General;218
Bitcoin Cash                          ;BCH       ;Crypto;2020;General;210
Hyperliquid                           ;HYPE      ;Crypto;2020;General;222
Bitcoin                               ;BTC       ;Crypto;2020;General;205
Sui                                   ;SUI       ;Crypto;2020;General;220
Hedera                                ;HBAR      ;Crypto;2020;General;219
Ethereum                              ;ETH       ;Crypto;2020;General;211
Ethena USDe                           ;eUSDe     ;Crypto;2020;General;218
Cardano                               ;ADA       ;Crypto;2020;General;214
Sui                                   ;SUI       ;Crypto;2020;General;220
USDC                                  ;USDC      ;Crypto;2020;General;217
Bitcoin                               ;BTC       ;Crypto;2020;General;205
Hyperliquid                           ;HYPE      ;Crypto;2020;General;222
Hedera                                ;HBAR      ;Crypto;2020;General;219
Chainlink                             ;LINK      ;Crypto;2020;General;216
Bitcoin                               ;BTC       ;Crypto;2020;General;205
Avalanche                             ;AVAX      ;Crypto;2020;General;213
Dogecoin                              ;DOGE      ;Crypto;2020;General;207
Chainlink                             ;LINK      ;Crypto;2020;General;216
USDC                                  ;USDC      ;Crypto;2020;General;217
Sui                                   ;SUI       ;Crypto;2020;General;220
Bitcoin                               ;BTC       ;Crypto;2020;General;205
TRON                                  ;TRX       ;Crypto;2020;General;206
Cardano                               ;ADA       ;Crypto;2020;General;214
Bitcoin Cash                          ;BCH       ;Crypto;2020;General;210
BNB                                   ;BNB       ;Crypto;2020;General;209
Hedera                                ;HBAR      ;Crypto;2020;General;219
BNB                                   ;BNB       ;Crypto;2020;General;209
Chainlink                             ;LINK      ;Crypto;2020;General;216
Sui                                   ;SUI       ;Crypto;2020;General;220
Tether USDt                           ;USDT      ;Crypto;2020;General;208
Dogecoin                              ;DOGE      ;Crypto;2020;General;207
USDC                                  ;USDC      ;Crypto;2020;General;217
Sui                                   ;SUI       ;Crypto;2020;General;220
Ethereum                              ;ETH       ;Crypto;2020;General;211
Tether USDt                           ;USDT      ;Crypto;2020;General;208
Solana                                ;SOL       ;Crypto;2020;General;212
XRP                                   ;XRP       ;Crypto;2020;General;204
Avalanche                             ;AVAX      ;Crypto;2020;General;213
Bitcoin Cash                          ;BCH       ;Crypto;2020;General;210
UNUS SED LEO                          ;LEOu      ;Crypto;2020;General;215
Sui                                   ;SUI       ;Crypto;2020;General;220
Dogecoin                              ;DOGE      ;Crypto;2020;General;207
Hedera                                ;HBAR      ;Crypto;2020;General;219
TRON                                  ;TRX       ;Crypto;2020;General;206
Cardano                               ;ADA       ;Crypto;2020;General;214
Chainlink                             ;LINK      ;Crypto;2020;General;216
Tether USDt                           ;USDT      ;Crypto;2020;General;208
Bitcoin Cash                          ;BCH       ;Crypto;2020;General;210
UNUS SED LEO                          ;LEOu      ;Crypto;2020;General;215
BNB                                   ;BNB       ;Crypto;2020;General;209
Tether USDt                           ;USDT      ;Crypto;2020;General;208
Ethereum                              ;ETH       ;Crypto;2020;General;211
Hyperliquid                           ;HYPE      ;Crypto;2020;General;222
TRON                                  ;TRX       ;Crypto;2020;General;206
Avalanche                             ;AVAX      ;Crypto;2020;General;213
Bitcoin                               ;BTC       ;Crypto;2020;General;205
UNUS SED LEO                          ;LEOu      ;Crypto;2020;General;215
Cronos                                ;CRO       ;Crypto;2020;General;224
TRON                                  ;TRX       ;Crypto;2020;General;206
Solana                                ;SOL       ;Crypto;2020;General;212
Bitcoin Cash                          ;BCH       ;Crypto;2020;General;210
Dogecoin                              ;DOGE      ;Crypto;2020;General;207
TRON                                  ;TRX       ;Crypto;2020;General;206
USDC                                  ;USDC      ;Crypto;2020;General;217
Sui                                   ;SUI       ;Crypto;2020;General;220
Tether USDt                           ;USDT      ;Crypto;2020;General;208
BNB                                   ;BNB       ;Crypto;2020;General;209
Ethereum                              ;ETH       ;Crypto;2020;General;211
Chainlink                             ;LINK      ;Crypto;2020;General;216
Bitcoin Cash                          ;BCH       ;Crypto;2020;General;210
XRP                                   ;XRP       ;Crypto;2020;General;204
Cardano                               ;ADA       ;Crypto;2020;General;214
Avalanche                             ;AVAX      ;Crypto;2020;General;213
Stellar                               ;XLM       ;Crypto;2020;General;221
Hedera                                ;HBAR      ;Crypto;2020;General;219
Chainlink                             ;LINK      ;Crypto;2020;General;216
Ethereum                              ;ETH       ;Crypto;2020;General;211
Avalanche                             ;AVAX      ;Crypto;2020;General;213
Bitcoin                               ;BTC       ;Crypto;2020;General;205
Dogecoin                              ;DOGE      ;Crypto;2020;General;207
Ethena USDe                           ;eUSDe     ;Crypto;2020;General;218
Bitcoin                               ;BTC       ;Crypto;2020;General;205
XRP                                   ;XRP       ;Crypto;2020;General;204
Hedera                                ;HBAR      ;Crypto;2020;General;219
Hyperliquid                           ;HYPE      ;Crypto;2020;General;222
Chainlink                             ;LINK      ;Crypto;2020;General;216
USDC                                  ;USDC      ;Crypto;2020;General;217
Bitcoin Cash                          ;BCH       ;Crypto;2020;General;210
Cronos                                ;CRO       ;Crypto;2020;General;224
USDC                                  ;USDC      ;Crypto;2020;General;217
BNB                                   ;BNB       ;Crypto;2020;General;209
XRP                                   ;XRP       ;Crypto;2020;General;204
Hedera                                ;HBAR      ;Crypto;2020;General;219
Cardano                               ;ADA       ;Crypto;2020;General;214
Avalanche                             ;AVAX      ;Crypto;2020;General;213
Solana                                ;SOL       ;Crypto;2020;General;212
BNB                                   ;BNB       ;Crypto;2020;General;209
Ethereum                              ;ETH       ;Crypto;2020;General;211
TRON                                  ;TRX       ;Crypto;2020;General;206
Dogecoin                              ;DOGE      ;Crypto;2020;General;207
TRON                                  ;TRX       ;Crypto;2020;General;206
Sui                                   ;SUI       ;Crypto;2020;General;220
Hedera                                ;HBAR      ;Crypto;2020;General;219
Solana                                ;SOL       ;Crypto;2020;General;212
BNB                                   ;BNB       ;Crypto;2020;General;209
Avalanche                             ;AVAX      ;Crypto;2020;General;213
Stellar                               ;XLM       ;Crypto;2020;General;221
UNUS SED LEO                          ;LEOu      ;Crypto;2020;General;215
Chainlink                             ;LINK      ;Crypto;2020;General;216
USDC                                  ;USDC      ;Crypto;2020;General;217
Ethena USDe                           ;eUSDe     ;Crypto;2020;General;218
Dogecoin                              ;DOGE      ;Crypto;2020;General;207
Bitcoin Cash                          ;BCH       ;Crypto;2020;General;210
Bitcoin                               ;BTC       ;Crypto;2020;General;205
BNB                                   ;BNB       ;Crypto;2020;General;209
Solana                                ;SOL       ;Crypto;2020;General;212
USDC                                  ;USDC      ;Crypto;2020;General;217
Chainlink                             ;LINK      ;Crypto;2020;General;216
Cronos                                ;CRO       ;Crypto;2020;General;224
Ethena USDe                           ;eUSDe     ;Crypto;2020;General;218
Dogecoin                              ;DOGE      ;Crypto;2020;General;207
Hyperliquid                           ;HYPE      ;Crypto;2020;General;222
Cardano                               ;ADA       ;Crypto;2020;General;214
Solana                                ;SOL       ;Crypto;2020;General;212
Avalanche                             ;AVAX      ;Crypto;2020;General;213
TRON                                  ;TRX       ;Crypto;2020;General;206
BNB                                   ;BNB       ;Crypto;2020;General;209
USDC                                  ;USDC      ;Crypto;2020;General;217
Sui                                   ;SUI       ;Crypto;2020;General;220
Dogecoin                              ;DOGE      ;Crypto;2020;General;207
Hedera                                ;HBAR      ;Crypto;2020;General;219
UNUS SED LEO                          ;LEOu      ;Crypto;2020;General;215
Avalanche                             ;AVAX      ;Crypto;2020;General;213
Cardano                               ;ADA       ;Crypto;2020;General;214
Bitcoin                               ;BTC       ;Crypto;2020;General;205
UNUS SED LEO                          ;LEOu      ;Crypto;2020;General;215
Cardano                               ;ADA       ;Crypto;2020;General;214
Bitcoin Cash                          ;BCH       ;Crypto;2020;General;210
XRP                                   ;XRP       ;Crypto;2020;General;204
Tether USDt                           ;USDT      ;Crypto;2020;General;208
Hedera                                ;HBAR      ;Crypto;2020;General;219
Solana                                ;SOL       ;Crypto;2020;General;212
TRON                                  ;TRX       ;Crypto;2020;General;206
Dogecoin                              ;DOGE      ;Crypto;2020;General;207
Solana                                ;SOL       ;Crypto;2020;General;212
USDC                                  ;USDC      ;Crypto;2020;General;217
Sui                                   ;SUI       ;Crypto;2020;General;220
Hedera                                ;HBAR      ;Crypto;2020;General;219
BNB                                   ;BNB       ;Crypto;2020;General;209
Stellar                               ;XLM       ;Crypto;2020;General;221
Hedera                                ;HBAR      ;Crypto;2020;General;219
BNB                                   ;BNB       ;Crypto;2020;General;209
Sui                                   ;SUI       ;Crypto;2020;General;220
Cronos                                ;CRO       ;Crypto;2020;General;224
Avalanche                             ;AVAX      ;Crypto;2020;General;213
Cronos                                ;CRO       ;Crypto;2020;General;224
BNB                                   ;BNB       ;Crypto;2020;General;209
Solana                                ;SOL       ;Crypto;2020;General;212
XRP                                   ;XRP       ;Crypto;2020;General;204
Avalanche                             ;AVAX      ;Crypto;2020;General;213
Sui                                   ;SUI       ;Crypto;2020;General;220
Bitcoin Cash                          ;BCH       ;Crypto;2020;General;210
Dogecoin                              ;DOGE      ;Crypto;2020;General;207
Cronos                                ;CRO       ;Crypto;2020;General;224
Avalanche                             ;AVAX      ;Crypto;2020;General;213
USDC                                  ;USDC      ;Crypto;2020;General;217
Bitcoin Cash                          ;BCH       ;Crypto;2020;General;210
Cardano                               ;ADA       ;Crypto;2020;General;214
Tether USDt                           ;USDT      ;Crypto;2020;General;208
Stellar                               ;XLM       ;Crypto;2020;General;221
BNB                                   ;BNB       ;Crypto;2020;General;209
Bitcoin                               ;BTC       ;Crypto;2020;General;205
Cardano                               ;ADA       ;Crypto;2020;General;214
Cronos                                ;CRO       ;Crypto;2020;General;224
Dogecoin                              ;DOGE      ;Crypto;2020;General;207
Ethena USDe                           ;eUSDe     ;Crypto;2020;General;218
Hyperliquid                           ;HYPE      ;Crypto;2020;General;222
Ethereum                              ;ETH       ;Crypto;2020;General;211
BNB                                   ;BNB       ;Crypto;2020;General;209
Tether USDt                           ;USDT      ;Crypto;2020;General;208
Chainlink                             ;LINK      ;Crypto;2020;General;216
Ethena USDe                           ;eUSDe     ;Crypto;2020;General;218
Dogecoin                              ;DOGE      ;Crypto;2020;General;207
XRP                                   ;XRP       ;Crypto;2020;General;204
Bitcoin Cash                          ;BCH       ;Crypto;2020;General;210
UNUS SED LEO                          ;LEOu      ;Crypto;2020;General;215
Hedera                                ;HBAR      ;Crypto;2020;General;219
Bitcoin                               ;BTC       ;Crypto;2020;General;205
Cronos                                ;CRO       ;Crypto;2020;General;224
Dogecoin                              ;DOGE      ;Crypto;2020;General;207
Chainlink                             ;LINK      ;Crypto;2020;General;216
Cronos                                ;CRO       ;Crypto;2020;General;224
TRON                                  ;TRX       ;Crypto;2020;General;206
Tether USDt                           ;USDT      ;Crypto;2020;General;208
Cronos                                ;CRO       ;Crypto;2020;General;224
USDC                                  ;USDC      ;Crypto;2020;General;217
Solana                                ;SOL       ;Crypto;2020;General;212
Bitcoin                               ;BTC       ;Crypto;2020;General;205
UNUS SED LEO                          ;LEOu      ;Crypto;2020;General;215
Tether USDt                           ;USDT      ;Crypto;2020;General;208
Ethereum                              ;ETH       ;Crypto;2020;General;211
Ethena USDe                           ;eUSDe     ;Crypto;2020;General;218
XRP                                   ;XRP       ;Crypto;2020;General;204
Stellar                               ;XLM       ;Crypto;2020;General;221
TRON                                  ;TRX       ;Crypto;2020;General;206
Chainlink                             ;LINK      ;Crypto;2020;General;216
Sui                                   ;SUI       ;Crypto;2020;General;220
Hedera                                ;HBAR      ;Crypto;2020;General;219
Cronos                                ;CRO       ;Crypto;2020;General;224
Ethereum                              ;ETH       ;Crypto;2020;General;211
Hyperliquid                           ;HYPE      ;Crypto;2020;General;222
XRP                                   ;XRP       ;Crypto;2020;General;204
Cardano                               ;ADA       ;Crypto;2020;General;214
Dogecoin                              ;DOGE      ;Crypto;2020;General;207
TRON                                  ;TRX       ;Crypto;2020;General;206
Ethereum                              ;ETH       ;Crypto;2020;General;211
Stellar                               ;XLM       ;Crypto;2020;General;221
Cardano                               ;ADA       ;Crypto;2020;General;214
Bitcoin Cash                          ;BCH       ;Crypto;2020;General;210
BNB                                   ;BNB       ;Crypto;2020;General;209
Cardano                               ;ADA       ;Crypto;2020;General;214
Avalanche                             ;AVAX      ;Crypto;2020;General;213
Ethereum                              ;ETH       ;Crypto;2020;General;211
Stellar                               ;XLM       ;Crypto;2020;General;221
Chainlink                             ;LINK      ;Crypto;2020;General;216
TRON                                  ;TRX       ;Crypto;2020;General;206
Cronos                                ;CRO       ;Crypto;2020;General;224
Avalanche                             ;AVAX      ;Crypto;2020;General;213
USDC                                  ;USDC      ;Crypto;2020;General;217
Hedera                                ;HBAR      ;Crypto;2020;General;219
Hyperliquid                           ;HYPE      ;Crypto;2020;General;222
XRP                                   ;XRP       ;Crypto;2020;General;204
BNB                                   ;BNB       ;Crypto;2020;General;209
Ethena USDe                           ;eUSDe     ;Crypto;2020;General;218
Hyperliquid                           ;HYPE      ;Crypto;2020;General;222
USDC                                  ;USDC      ;Crypto;2020;General;217
Stellar                               ;XLM       ;Crypto;2020;General;221
Tether USDt                           ;USDT      ;Crypto;2020;General;208
Ethena USDe                           ;eUSDe     ;Crypto;2020;General;218
Sui                                   ;SUI       ;Crypto;2020;General;220
UNUS SED LEO                          ;LEOu      ;Crypto;2020;General;215
XRP                                   ;XRP       ;Crypto;2020;General;204
Dogecoin                              ;DOGE      ;Crypto;2020;General;207
Solana                                ;SOL       ;Crypto;2020;General;212
Bitcoin Cash                          ;BCH       ;Crypto;2020;General;210
Ethereum                              ;ETH       ;Crypto;2020;General;211
TRON                                  ;TRX       ;Crypto;2020;General;206
Avalanche                             ;AVAX      ;Crypto;2020;General;213
Ethena USDe                           ;eUSDe     ;Crypto;2020;General;218
Sui                                   ;SUI       ;Crypto;2020;General;220
USDC                                  ;USDC      ;Crypto;2020;General;217
Bitcoin Cash                          ;BCH       ;Crypto;2020;General;210
Ethereum                              ;ETH       ;Crypto;2020;General;211
Sui                                   ;SUI       ;Crypto;2020;General;220
Ethena USDe                           ;eUSDe     ;Crypto;2020;General;218
Chainlink                             ;LINK      ;Crypto;2020;General;216
Dogecoin                              ;DOGE      ;Crypto;2020;General;207
Cronos                                ;CRO       ;Crypto;2020;General;224
TRON                                  ;TRX       ;Crypto;2020;General;206
Cardano                               ;ADA       ;Crypto;2020;General;214
USDC                                  ;USDC      ;Crypto;2020;General;217
XRP                                   ;XRP       ;Crypto;2020;General;204
USDC                                  ;USDC      ;Crypto;2020;General;217
Cronos                                ;CRO       ;Crypto;2020;General;224
Hedera                                ;HBAR      ;Crypto;2020;General;219
Dogecoin                              ;DOGE      ;Crypto;2020;General;207
UNUS SED LEO                          ;LEOu      ;Crypto;2020;General;215
Bitcoin                               ;BTC       ;Crypto;2020;General;205
Dogecoin                              ;DOGE      ;Crypto;2020;General;207
Hyperliquid                           ;HYPE      ;Crypto;2020;General;222
XRP                                   ;XRP       ;Crypto;2020;General;204
Tether USDt                           ;USDT      ;Crypto;2020;General;208
Cronos                                ;CRO       ;Crypto;2020;General;224
Ethena USDe                           ;eUSDe     ;Crypto;2020;General;218
BNB                                   ;BNB       ;Crypto;2020;General;209
USDC                                  ;USDC      ;Crypto;2020;General;217
Solana                                ;SOL       ;Crypto;2020;General;212
Bitcoin Cash                          ;BCH       ;Crypto;2020;General;210
Stellar                               ;XLM       ;Crypto;2020;General;221
Avalanche                             ;AVAX      ;Crypto;2020;General;213
XRP                                   ;XRP       ;Crypto;2020;General;204
TRON                                  ;TRX       ;Crypto;2020;General;206
Bitcoin                               ;BTC       ;Crypto;2020;General;205
XRP                                   ;XRP       ;Crypto;2020;General;204
Hedera                                ;HBAR      ;Crypto;2020;General;219
Sui                                   ;SUI       ;Crypto;2020;General;220
Ethena USDe                           ;eUSDe     ;Crypto;2020;General;218
Ethereum                              ;ETH       ;Crypto;2020;General;211
USDC                                  ;USDC      ;Crypto;2020;General;217
Solana                                ;SOL       ;Crypto;2020;General;212
Stellar                               ;XLM       ;Crypto;2020;General;221
Chainlink                             ;LINK      ;Crypto;2020;General;216
Ethereum                              ;ETH       ;Crypto;2020;General;211
BNB                                   ;BNB       ;Crypto;2020;General;209
Tether USDt                           ;USDT      ;Crypto;2020;General;208
USDC                                  ;USDC      ;Crypto;2020;General;217
XRP                                   ;XRP       ;Crypto;2020;General;204
Avalanche                             ;AVAX      ;Crypto;2020;General;213
Chainlink                             ;LINK      ;Crypto;2020;General;216
Hedera                                ;HBAR      ;Crypto;2020;General;219
Tether USDt                           ;USDT      ;Crypto;2020;General;208
XRP                                   ;XRP       ;Crypto;2020;General;204
UNUS SED LEO                          ;LEOu      ;Crypto;2020;General;215
Cronos                                ;CRO       ;Crypto;2020;General;224
Stellar                               ;XLM       ;Crypto;2020;General;221
Bitcoin                               ;BTC       ;Crypto;2020;General;205
XRP                                   ;XRP       ;Crypto;2020;General;204
Avalanche                             ;AVAX      ;Crypto;2020;General;213
BNB                                   ;BNB       ;Crypto;2020;General;209
Solana                                ;SOL       ;Crypto;2020;General;212
Chainlink                             ;LINK      ;Crypto;2020;General;216
UNUS SED LEO                          ;LEOu      ;Crypto;2020;General;215
USDC                                  ;USDC      ;Crypto;2020;General;217
BNB                                   ;BNB       ;Crypto;2020;General;209
TRON                                  ;TRX       ;Crypto;2020;General;206
Dogecoin                              ;DOGE      ;Crypto;2020;General;207
Cronos                                ;CRO       ;Crypto;2020;General;224
BNB                                   ;BNB       ;Crypto;2020;General;209
UNUS SED LEO                          ;LEOu      ;Crypto;2020;General;215
Dogecoin                              ;DOGE      ;Crypto;2020;General;207
TRON                                  ;TRX       ;Crypto;2020;General;206
Tether USDt                           ;USDT      ;Crypto;2020;General;208
Solana                                ;SOL       ;Crypto;2020;General;212
XRP                                   ;XRP       ;Crypto;2020;General;204
Stellar                               ;XLM       ;Crypto;2020;General;221
USDC                                  ;USDC      ;Crypto;2020;General;217
Bitcoin Cash                          ;BCH       ;Crypto;2020;General;210
Cardano                               ;ADA       ;Crypto;2020;General;214
Sui                                   ;SUI       ;Crypto;2020;General;220
Hyperliquid                           ;HYPE      ;Crypto;2020;General;222
Ethereum                              ;ETH       ;Crypto;2020;General;211
Solana                                ;SOL       ;Crypto;2020;General;212
Bitcoin                               ;BTC       ;Crypto;2020;General;205
Hyperliquid                           ;HYPE      ;Crypto;2020;General;222
Ethena USDe                           ;eUSDe     ;Crypto;2020;General;218
Cronos                                ;CRO       ;Crypto;2020;General;224
XRP                                   ;XRP       ;Crypto;2020;General;204
Hedera                                ;HBAR      ;Crypto;2020;General;219
Tether USDt                           ;USDT      ;Crypto;2020;General;208
Sui                                   ;SUI       ;Crypto;2020;General;220
Ethereum                              ;ETH       ;Crypto;2020;General;211
TRON                                  ;TRX       ;Crypto;2020;General;206
Avalanche                             ;AVAX      ;Crypto;2020;General;213
USDC                                  ;USDC      ;Crypto;2020;General;217
Hedera                                ;HBAR      ;Crypto;2020;General;219
Stellar                               ;XLM       ;Crypto;2020;General;221
XRP                                   ;XRP       ;Crypto;2020;General;204
Ethereum                              ;ETH       ;Crypto;2020;General;211
USDC                                  ;USDC      ;Crypto;2020;General;217
Ethena USDe                           ;eUSDe     ;Crypto;2020;General;218
Stellar                               ;XLM       ;Crypto;2020;General;221
Cronos                                ;CRO       ;Crypto;2020;General;224
Bitcoin Cash                          ;BCH       ;Crypto;2020;General;210
Hedera                                ;HBAR      ;Crypto;2020;General;219
USDC                                  ;USDC      ;Crypto;2020;General;217
Cardano                               ;ADA       ;Crypto;2020;General;214
Hyperliquid                           ;HYPE      ;Crypto;2020;General;222
Tether USDt                           ;USDT      ;Crypto;2020;General;208
XRP                                   ;XRP       ;Crypto;2020;General;204
UNUS SED LEO                          ;LEOu      ;Crypto;2020;General;215
Bitcoin                               ;BTC       ;Crypto;2020;General;205
Ethena USDe                           ;eUSDe     ;Crypto;2020;General;218
Tether USDt                           ;USDT      ;Crypto;2020;General;208
Chainlink                             ;LINK      ;Crypto;2020;General;216
Cardano                               ;ADA       ;Crypto;2020;General;214
UNUS SED LEO                          ;LEOu      ;Crypto;2020;General;215
Ethereum                              ;ETH       ;Crypto;2020;General;211
USDC                                  ;USDC      ;Crypto;2020;General;217
Ethena USDe                           ;eUSDe     ;Crypto;2020;General;218
Cardano                               ;ADA       ;Crypto;2020;General;214
Solana                                ;SOL       ;Crypto;2020;General;212
BNB                                   ;BNB       ;Crypto;2020;General;209
Ethereum                              ;ETH       ;Crypto;2020;General;211
XRP                                   ;XRP       ;Crypto;2020;General;204
Bitcoin Cash                          ;BCH       ;Crypto;2020;General;210
Avalanche                             ;AVAX      ;Crypto;2020;General;213
Tether USDt                           ;USDT      ;Crypto;2020;General;208
TRON                                  ;TRX       ;Crypto;2020;General;206
Sui                                   ;SUI       ;Crypto;2020;General;220
Chainlink                             ;LINK      ;Crypto;2020;General;216
Cronos                                ;CRO       ;Crypto;2020;General;224
BNB                                   ;BNB       ;Crypto;2020;General;209
Avalanche                             ;AVAX      ;Crypto;2020;General;213
USDC                                  ;USDC      ;Crypto;2020;General;217
Sui                                   ;SUI       ;Crypto;2020;General;220
Stellar                               ;XLM       ;Crypto;2020;General;221
Cardano                               ;ADA       ;Crypto;2020;General;214
Ethereum                              ;ETH       ;Crypto;2020;General;211
Tether USDt                           ;USDT      ;Crypto;2020;General;208
XRP                                   ;XRP       ;Crypto;2020;General;204
USDC                                  ;USDC      ;Crypto;2020;General;217
Chainlink                             ;LINK      ;Crypto;2020;General;216
Cardano                               ;ADA       ;Crypto;2020;General;214
Avalanche                             ;AVAX      ;Crypto;2020;General;213
Sui                                   ;SUI       ;Crypto;2020;General;220
Hedera                                ;HBAR      ;Crypto;2020;General;219
BNB                                   ;BNB       ;Crypto;2020;General;209
Hyperliquid                           ;HYPE      ;Crypto;2020;General;222
USDC                                  ;USDC      ;Crypto;2020;General;217
Cronos                                ;CRO       ;Crypto;2020;General;224
Avalanche                             ;AVAX      ;Crypto;2020;General;213
Ethena USDe                           ;eUSDe     ;Crypto;2020;General;218
BNB                                   ;BNB       ;Crypto;2020;General;209
Chainlink                             ;LINK      ;Crypto;2020;General;216
Bitcoin Cash                          ;BCH       ;Crypto;2020;General;210
Cardano                               ;ADA       ;Crypto;2020;General;214
Tether USDt                           ;USDT      ;Crypto;2020;General;208
Solana                                ;SOL       ;Crypto;2020;General;212
Ethena USDe                           ;eUSDe     ;Crypto;2020;General;218
Stellar                               ;XLM       ;Crypto;2020;General;221
USDC                                  ;USDC      ;Crypto;2020;General;217
Ethereum                              ;ETH       ;Crypto;2020;General;211
Dogecoin                              ;DOGE      ;Crypto;2020;General;207
Ethena USDe                           ;eUSDe     ;Crypto;2020;General;218
Avalanche                             ;AVAX      ;Crypto;2020;General;213
Ethereum                              ;ETH       ;Crypto;2020;General;211
Dogecoin                              ;DOGE      ;Crypto;2020;General;207
Solana                                ;SOL       ;Crypto;2020;General;212
Sui                                   ;SUI       ;Crypto;2020;General;220
UNUS SED LEO                          ;LEOu      ;Crypto;2020;General;215
Ethena USDe                           ;eUSDe     ;Crypto;2020;General;218
Cardano                               ;ADA       ;Crypto;2020;General;214
Cronos                                ;CRO       ;Crypto;2020;General;224
Bitcoin Cash                          ;BCH       ;Crypto;2020;General;210
Tether USDt                           ;USDT      ;Crypto;2020;General;208
Avalanche                             ;AVAX      ;Crypto;2020;General;213
Hedera                                ;HBAR      ;Crypto;2020;General;219
Sui                                   ;SUI       ;Crypto;2020;General;220
Bitcoin                               ;BTC       ;Crypto;2020;General;205
XRP                                   ;XRP       ;Crypto;2020;General;204
Ethena USDe                           ;eUSDe     ;Crypto;2020;General;218
Ethereum                              ;ETH       ;Crypto;2020;General;211
USDC                                  ;USDC      ;Crypto;2020;General;217
Stellar                               ;XLM       ;Crypto;2020;General;221
Chainlink                             ;LINK      ;Crypto;2020;General;216
Hedera                                ;HBAR      ;Crypto;2020;General;219
Bitcoin                               ;BTC       ;Crypto;2020;General;205
Hyperliquid                           ;HYPE      ;Crypto;2020;General;222
Stellar                               ;XLM       ;Crypto;2020;General;221
Bitcoin Cash                          ;BCH       ;Crypto;2020;General;210
Ethereum                              ;ETH       ;Crypto;2020;General;211
TRON                                  ;TRX       ;Crypto;2020;General;206
Bitcoin                               ;BTC       ;Crypto;2020;General;205
Ethena USDe                           ;eUSDe     ;Crypto;2020;General;218
Bitcoin Cash                          ;BCH       ;Crypto;2020;General;210
Cronos                                ;CRO       ;Crypto;2020;General;224
Avalanche                             ;AVAX      ;Crypto;2020;General;213
Ethereum                              ;ETH       ;Crypto;2020;General;211
Tether USDt                           ;USDT      ;Crypto;2020;General;208
Bitcoin                               ;BTC       ;Crypto;2020;General;205
USDC                                  ;USDC      ;Crypto;2020;General;217
Cardano                               ;ADA       ;Crypto;2020;General;214
Dogecoin                              ;DOGE      ;Crypto;2020;General;207
Hedera                                ;HBAR      ;Crypto;2020;General;219
Ethena USDe                           ;eUSDe     ;Crypto;2020;General;218
Stellar                               ;XLM       ;Crypto;2020;General;221
Dogecoin                              ;DOGE      ;Crypto;2020;General;207
Tether USDt                           ;USDT      ;Crypto;2020;General;208
Bitcoin Cash                          ;BCH       ;Crypto;2020;General;210
XRP                                   ;XRP       ;Crypto;2020;General;204
Ethena USDe                           ;eUSDe     ;Crypto;2020;General;218
TRON                                  ;TRX       ;Crypto;2020;General;206
Tether USDt                           ;USDT      ;Crypto;2020;General;208
Ethereum                              ;ETH       ;Crypto;2020;General;211
Bitcoin Cash                          ;BCH       ;Crypto;2020;General;210
UNUS SED LEO                          ;LEOu      ;Crypto;2020;General;215
Hedera                                ;HBAR      ;Crypto;2020;General;219
Sui                                   ;SUI       ;Crypto;2020;General;220
BNB                                   ;BNB       ;Crypto;2020;General;209
Tether USDt                           ;USDT      ;Crypto;2020;General;208
Avalanche                             ;AVAX      ;Crypto;2020;General;213
TRON                                  ;TRX       ;Crypto;2020;General;206
Ethereum                              ;ETH       ;Crypto;2020;General;211
Bitcoin Cash                          ;BCH       ;Crypto;2020;General;210
Hedera                                ;HBAR      ;Crypto;2020;General;219
Ethereum                              ;ETH       ;Crypto;2020;General;211
Hyperliquid                           ;HYPE      ;Crypto;2020;General;222
USDC                                  ;USDC      ;Crypto;2020;General;217
Dogecoin                              ;DOGE      ;Crypto;2020;General;207
Cronos                                ;CRO       ;Crypto;2020;General;224
Stellar                               ;XLM       ;Crypto;2020;General;221
XRP                                   ;XRP       ;Crypto;2020;General;204
TRON                                  ;TRX       ;Crypto;2020;General;206
Solana                                ;SOL       ;Crypto;2020;General;212
USDC                                  ;USDC      ;Crypto;2020;General;217
